donor,arbi,zksync,total,exclude
0xc79d18ea32ece02797eaa3144bda19d0f7512447,5.20494,0,5.20494,
0x46a8bc9958b06046f069d46218a8720298161e15,5.20494,0,5.20494,
0xd95192baa443043ee071a7f99bb97b16d3588b51,5.20494,0,5.20494,
0x3d1d2a22b4e361fa2cc687c3f0322cc7778a04be,5.20494,0,5.20494,
0x3fa9c84f63cb4eafedb49a99648b9894cf769cd3,5.20494,0,5.20494,
0x7fb54f5e2297132fec8488a3c727fbae34f8c736,5.20494,0,5.20494,
0x7e0dd173f65972fd5f607508adfd43c8e049d747,5.20494,0,5.20494,
0xad6f2d6ecdbdefd0db6fc660b235ae7697dccadf,5.20494,0,5.20494,
0x27a4604c17049e6fa4c2f6a274c7d4a1d2ad1e0f,5.20494,0,5.20494,
0x83e59b372b2bf38bca48672c92a946b02b486548,5.20494,0,5.20494,
0xe1c51c4a624ea61eb8277fdc9a1b635acca7bee8,5.20494,0,5.20494,
0xc1834d9f7b8aca3b19a4bb2d5caa7c8d77e4a692,5.20494,0,5.20494,
0x36f205337b28fe5791c66d71002c7472c7d6c394,5.20494,0,5.20494,
0x0e262a61145d631855936c6030d698abf9766c67,5.20494,0,5.20494,
0xed0df9bbe75e2f66b8479d90a5c345e7b2b38abb,5.20494,0,5.20494,
0xcc6ae0a51c78bb01bada1a3c584b9d6c2de284d8,5.20494,0,5.20494,
0x515bd959b27727aacf509eccf50d43ebd65b8d70,5.20494,0,5.20494,
0xa1968c2ad433a01495e6d205fe68ad184d8e411f,5.20494,0,5.20494,
0x1a4aba8b8f459bad1361c4dd625772f0ab048c43,5.20494,0,5.20494,
0x1212c0c9b41a657d3b9f1a566782fe4c1046ec3a,5.20319,0,5.20319,
0x851d068291ab08a8b2c37575f442166651040d0b,5.20319,0,5.20319,
0x4f2dbbce628007946c6cd5c5ab43a229b0a31ad9,5.20319,0,5.20319,
0xd0a6673ae326f6321cc67fe129b36e1d4ce4fcbc,5.20319,0,5.20319,
0xdeecfe6c3f1b6f9d30b861dd2720bd372d7f9c98,5.20319,0,5.20319,
0xe25c28e99773983ab4bc3b61f2596972885225c8,5.20319,0,5.20319,
0x1e2558155d6737bf8a0dd24c6890a2165aef648f,5.20319,0,5.20319,
0x913fc918d945d7c4427e689e74a877a84a92acea,5.20319,0,5.20319,
0xd1e168b566799fb338acc1665ff4d85ec4766b19,5.20319,0,5.20319,
0x7201fd5adf67d32d46bc35359e5c8aab512c1e92,5.20319,0,5.20319,
0xafea7dd09168169dc3a05fd1f7a8d47e8b7ac285,5.20319,0,5.20319,
0x0602ec6dead294f8aad172b5106ace9e74c7d834,5.20319,0,5.20319,
0xb32376fe3d7b597869205c0e74269d1a67666ca1,5.20319,0,5.20319,
0x460e19ef5f204aa9005485e9ee023f60bb8b50db,5.20319,0,5.20319,
0x352f12a36a2b3323d24045065b484cedd8dd3956,5.20319,0,5.20319,
0xdf76e6736533c67727996d8b69ff4cca85e9c5c4,5.20319,0,5.20319,
0x1466e97648a1d1609373d1f60a9522c29dd2c5a7,5.20319,0,5.20319,
0x16b740943f2466499f20ddee96b9eca6dbb39d9e,5.20319,0,5.20319,
0x9b92b79705c290acd9f35b97994662b688bcef08,5.20319,0,5.20319,
0x36d8e914269304b5d3bd29d3ffb170d27182055a,5.20319,0,5.20319,
0x1332b2a4b770e89101ad90beb085a805765ca307,5.20319,0,5.20319,
0x9774077b42b0b2d6a9984893422a67e4c08ec86a,5.20319,0,5.20319,
0xbe589d8c22a50ae265c618ef9783e2be9cc90744,5.20319,0,5.20319,
0xa8bea05137af23c5b724487d7b24029de9c623e6,5.20319,0,5.20319,
0x0107aff057ccce7f08a0b1a87628a5a58693c131,5.20319,0,5.20319,
0x6d6f3a7c8bb5692182e83a2a5e52de2ed5215300,5.20319,0,5.20319,
0xf006557c7363a324294d1b11a7e25bf55bd8d9b7,5.20319,0,5.20319,
0x4c22d62ce9c630cc8583f9fca267aa02800b2f5f,5.20319,0,5.20319,
0xc047a2e52990e53071d6ecca9036b2ca8d7cc260,5.20319,0,5.20319,
0x2dde942d12bb20e95723350da22fdaf220810265,5.20319,0,5.20319,
0x91ad315526edd805841c3c011eb86a1a444d47c4,5.20319,0,5.20319,
0x91027a3d47d92adc0ed7a7c9c975c49987f90cdb,5.20319,0,5.20319,
0x043f01563f5444cec433d5ed98122d9190295e83,5.2031304,0,5.2031304,
0x188309f9e6c41856eae0f5df961b8c6ea473043a,5.20083,0,5.20083,
0x66e3975573b4febb9a515d07248f1a86ebde37c7,5.20083,0,5.20083,
0x4c9ee039d8f3be0f25481b07f50aaefe52adf381,5.19345,0,5.19345,
0x5ecdad7e85b05581b6fd3b429b900a1e223a114d,5.172786503,0,5.172786503,
0x96441b50e0a3a3446bdb7de74e95b410ad50871f,5.172214304,0,5.172214304,
0x30670399d04af0aaceb618d0feae6f7e0973e9d6,5.1030906,0,5.1030906,
0x0dbb3566c4851f2ccfac4376dc8f669b7d3a62cd,5.1019227,0,5.1019227,
0x797a032d480ad3084ff6dbc5539be74fec882d42,5.01482964,0,5.01482964,
0x06a70f6a98a9e54cf5d004afdd484d6676a57a15,5.014510386,0,5.014510386,
0x86411234171d55ebae14e5035ce1ec72094387c7,5.008660843,0,5.008660843,
0x140d9eca58b8b9427bfd7a48869c6199e0acdb29,5.00558,0,5.00558,
0x09fa2c93c3fa566176f1cd083c322ec5d15af7f5,5.005045,0,5.005045,
0x1c3be20a226333e26833618b96e9d10aa741da6e,5.00504,0,5.00504,
0x4b6231c4e245de0d7fdc037bcf3a544da57736b4,5.00482,0,5.00482,
0x939035097adb542b53b56e586deaafa27e8a6566,5.004635,0,5.004635,
0xb1a7c2c4326018b3611d0f355a350c3d4940c6a5,5.004335,0,5.004335,
0xb2cd13acd164eea72d6f3e8d4285a02fa5b64308,5.00428,0,5.00428,
0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2,5.00405,0,5.00405,
0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d,5.00401,0,5.00401,
0xe2894fd6ca974d7d248010ac0fa98eaa27ed790a,5.00387,0,5.00387,
0x523d0cd051e272856a2c925c08a5fba8425c4944,5.003715,0,5.003715,
0x12a5a5324dcbd3ce343cc3eeb086178d09953f00,5.00343,0,5.00343,
0x5f5c1c8b092feb0a8831c9e86b60449c3119f238,5.003155,0,5.003155,
0xc1f0d868f3cec7995ec40eef8cf59cd6e3c373bb,5.003085,0,5.003085,
0x85541e478ac7596641d8cf2fe52986887f415121,5.00274,0,5.00274,
0x2b4516253e984b30804356cb5be476ccfb45fa49,5.00269,0,5.00269,
0x9c9650408239f3c59ed37de676c353c0d1999999,5.002485,0,5.002485,
0x92bec686bb6d8bdffca4d25a8b40f64495dc37c0,5.00228,0,5.00228,
0x42abeb835c451f824eff13110a7ecba9ffbdc478,5.002135,0,5.002135,
0xf2ebc3f1d36ac2c21b8fd602e2037aab6a86a718,5.002135,0,5.002135,
0xc84bee88f3cb2bbe52d738eec58afb1442e89ea5,5.00202,0,5.00202,
0x90d4e0ab580851410d3b2f6b55c19c37a2040e33,5.002015,0,5.002015,
0x7f2234f27ee717e8cafcaf3adbe69c14f5c4e274,5.001905,0,5.001905,
0x852f55b655500fa9f2819161839362dab2574353,5.001875,0,5.001875,
0xbf0c2909a37195bb41e1a1852b5968de66a05a78,5.00174,0,5.00174,
0x0b40952c623a505dd042e869fe1aa29c09fcbc02,5.001425,0,5.001425,
0x5c2632cedb167609c7f12e9bbfbc5665cfd66d40,5.00133,0,5.00133,
0xa2b2f10a3c542fed3a53654cca97d34f628f55e3,5.00106,0,5.00106,
0x7f4f9e842ba2c9e72719b3c19bdaba4267668126,5.00043,0,5.00043,
0x3c7676976600c90c8d106786d84bda4369f872a8,4.9955962,0,4.9955962,
0x599b29809bc7c401a19c09a3f90daa2ede14bba0,4.9865,0,4.9865,
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,4.9756608,0,4.9756608,
0xc78b9bd8a936d57dfbd3c77961e77ae3d920a884,4.6478896,0,4.6478896,
0xa59c2fb600087943862d0b1397163cbcf961dfa8,4.609873124,0,4.609873124,
0x5ea199f655c00020d27d3957b12eff1dd6ec3dc8,4.578874796,0,4.578874796,
0xb4243d094defb6324e4b5fccbf0cf6feb97415e7,4.334675,0,4.334675,
0xf7dc43d8bbbef5d3900865ef3a5d0f5278cce38d,4.245888,0,4.245888,
0x9dcd90e8c57b76d302240f0417222a56c70ebb52,4.245888,0,4.245888,
0x5c6d48854a9877bd8bd5649e81ebf7e82aa28079,4.245888,0,4.245888,
0xa6532f20166af3492e8029eb3b8c773cc0382e5f,4.245888,0,4.245888,
0x5db7cad245bc89ad19ce54c4b7b2547666a42148,4.159908,0,4.159908,
0x1e565ef1d48d5197eb8581b1e3232d77ff791d52,4.150536,0,4.150536,
0x7decc05384062a182a00dcf049e553bc0ecb4630,4.010769124,0,4.010769124,
0x63abdc76e850fb0c1ba62cae4a8040aa09d4380b,4.004904,0,4.004904,
0x516b082872c3967cd1f3d6c6a8458df7a7830e64,4.00436,0,4.00436,
0xa70ec09204a9b7a718d948a20d6bfca1e9419e8e,4.003156,0,4.003156,
0x766bfebc4fb060879db7fd672e3204e02cabcb3a,4.002284,0,4.002284,
0x3afc4d94b01b0a80e2de630954d7e8eac2d652a4,3.8016,0,3.8016,
0x6423ff3f99837edeef7f69396e44ef627eeed265,3.720784821,0,3.720784821,
0x9b237218651ecb29fa8298c3acf3464cfe6f0c96,3.621849,0,3.621849,
0xd7d773c67530ca106c695de0c49a52edbc3522d2,3.5155,0,3.5155,
0xac82d761942be76abd8f2867cb3d702be4c530ab,3.4962,0,3.4962,
0xfff1d0bc944c2bb2c670e6314d0f08708c2e6fa8,3.485725225,0,3.485725225,
0xe7140883c87612d66a45b002101f142529b5c932,3.4825,0,3.4825,
0x626cfef5729a82704bf8b8ed5c0d5362af7bac5f,3.47886,0,3.47886,
0x6123c96df7f6c34bd0a8451a38e2555b277439d3,3.4722,0,3.4722,
0xc57f7067bd16d4b233d500621b17aa26e40911c0,3.46996,0,3.46996,
0xc0e79516cef6ff830998867cd36c316c70186185,3.46996,0,3.46996,
0x1b40b2e58baebe057668636d6275715669a13694,3.46996,0,3.46996,
0xb8d4ec6c1c5d7619808bc5ceddc5d14f7cb5189e,3.46996,0,3.46996,
0x66b4b392717a04c51a3199ae70974b189d39ef82,3.46996,0,3.46996,
0xc6a87d8d80d6d9d7ecd489da3492a1789b6b56f3,3.46996,0,3.46996,
0x81d3c14e7dbcd9cae6c51d02aa65d860d71d9ff8,3.46996,0,3.46996,
0x9186028b0d1e500197209229a922dab7501ad18b,3.46996,0,3.46996,
0xf8a73adefacd6472dc9dd47a27654fa52ce79d84,3.46996,0,3.46996,
0x5856d71803d4e3191123bb9b5ea29f9e74c3cd38,3.46996,0,3.46996,
0x0efa568f0c89f31baf3e053879076eff87d5fefe,3.46996,0,3.46996,
0xd367f324a0c7bff7726ce5ae6565b16312909446,3.46996,0,3.46996,
0x535a755fe96df4c54f99fa0d041b5b6aebb7c20c,3.46996,0,3.46996,
0x0c433ebf2cb0f6a923b9958b48752044d86b895e,3.46996,0,3.46996,
0xde51d0672a70d45d7f0c6e304eff06c4b3fa4ae0,3.46996,0,3.46996,
0xbf2b6804c7744a0382721cbe28131d5274c9a5f4,3.46996,0,3.46996,
0x1d2892be5955dc2b30d0ba4649e2708363a10c99,3.46996,0,3.46996,
0x1cbe4920118165240cc6530df63508911b66cbab,3.46996,0,3.46996,
0x5e54cd6e2dbf6ab5a10e0e838c64b1a21af5f4fe,3.46996,0,3.46996,
0xfe65f75a2e929329af0c883ce39f370c30ade9c4,3.46996,0,3.46996,
0xda1b46de28189a21e1c1af1fabe0df37fb2f6833,3.46996,0,3.46996,
0x5c086e5bcd8ba4f6ab42199dcb38bc96710d0e87,3.46996,0,3.46996,
0x3de5baf304c4407a0a4f350939da4740c8aa0ca7,3.46996,0,3.46996,
0x36c68310565c464b5cb393b53ab71800c3c17277,3.46996,0,3.46996,
0x3686a3a852f1b6ce1ef5008c8e5c55e277de40a6,3.46996,0,3.46996,
0xfa6df154e2a8e590dbca38a5e10b11d71613aeb9,3.46996,0,3.46996,
0xf6073187219c5bf60281c8f6f07ea4ede4eb95ca,3.46996,0,3.46996,
0xd3aa3e21f25da91ba54933f26f2fc4cd01d7071d,3.46996,0,3.46996,
0x8df0327d2db88fa3fc4fa16327e8810888a8548e,3.46996,0,3.46996,
0xabe0d5d202e1b19fa4af9746fcda08b91ee81e3c,3.46996,0,3.46996,
0xe610e73c112839950e3059cc6ef0ce487ffbc506,3.46996,0,3.46996,
0x9fbeb16f86493aacb57704d9cdf7e39a732fcdf9,3.46996,0,3.46996,
0xf491003b615b278f5528c73bf85f161dc8089625,3.46996,0,3.46996,
0xb9623b0f6d6d196480dee368a0eeca6ebc1389b5,3.46996,0,3.46996,
0x616ff148ae753865c5984bf1db267dd56b7368fb,3.46996,0,3.46996,
0x0d2e0fdd6de31bcfcaddf663acc7cc7278c3e27b,3.46996,0,3.46996,
0x4218b5e7dc7ca7fb2cb3b9d48d9118a7e5180c24,3.46996,0,3.46996,
0x16da626ce559c0ae1a75f67dc60c4120792aff5a,3.46996,0,3.46996,
0xf796ba5cb33838f64d1c3c748d433a86ba5353dd,3.46996,0,3.46996,
0x68a4680a93bc698afc75d3d283c4e50857135104,3.46996,0,3.46996,
0x1c4a39a978722b79ae736f3ad8a6840bd904c514,3.46996,0,3.46996,
0xfeff145d2825ffdf9cd8d18f6f348adb3e062956,3.46996,0,3.46996,
0x7af090779b738f349d9ceec67ae73bca4e480a60,3.46996,0,3.46996,
0x418b962d6c2c09cc951e1d95a91ac15b15396e55,3.46996,0,3.46996,
0xe62f8d9d72ae3fc02515cc5a6f0d549689ecb995,3.46996,0,3.46996,
0xe86ecb3c6ff8dd5304945fd4ed9eac4882d8cad6,3.46996,0,3.46996,
0xe53413c0b6eee1994330bebd6ad8f47ae3604d62,3.46996,0,3.46996,
0x6e762e4878d97d9e1279a091349a3bd38f575ce9,3.46996,0,3.46996,
0x48f3d162289204f8bdd3f519038feec5be5d7fa0,3.46996,0,3.46996,
0xde2935b093d816325d19a6a0bad4824b3700812a,3.46996,0,3.46996,
0xe07a87f62e82c760bc3f5ec4c4e7231423f343db,3.46996,0,3.46996,
0x88a3b8452cf9a2718bb4386d89c2b1e9f9826f13,3.46996,0,3.46996,
0xa0b8fed4d90797556c97ca5fdf4f6564952a8cfb,3.46996,0,3.46996,
0x410977f06e3884cbb8e3aa4a156f1ff922db0e33,3.46996,0,3.46996,
0xeac77e2181466760c905d4b8aa9e03bb552d7328,3.46996,0,3.46996,
0x43cafa9bc97e14b3260ab91fd4899e2db053d3b8,3.46996,0,3.46996,
0xe02580c80c2db3992f30ee07d4e9fea3a175f79e,3.46996,0,3.46996,
0x2e84373c9af4665639b5edc365fc2bea934fd16c,3.46996,0,3.46996,
0x0d35bbf539d9a83a0e1269c682a900e3d96e17fe,3.46996,0,3.46996,
0x0e89b36ede8176e8a9be5f7313ca8a72f3dd7a2b,3.46996,0,3.46996,
0x0e23d00149600fcc7dd8dae9175cea2691dfe70e,3.46996,0,3.46996,
0x2ebfad2251a4c332015752ff2aa709496856d1e2,3.46996,0,3.46996,
0xad2baaa4eebf25321961e933a3ac6c44dae0f34d,3.46996,0,3.46996,
0xa25d1ecb7dd1228467c653dea254e20e741e2b10,3.46996,0,3.46996,
0x6cc620ac766fffa1a43f74b55fa8fb800bd6fe91,3.46996,0,3.46996,
0x83cab22f259da63626fe3235faed0204bca14ca5,3.46996,0,3.46996,
0xc5dc2447714baf39380a0b90497e538efa178b50,3.46996,0,3.46996,
0xabdbab81790e756e6ffdc7c35b45c852a10f2c62,3.46996,0,3.46996,
0x9e61f55d0f78e5e4f3f3868b5193f85dd16aeaed,3.46996,0,3.46996,
0x5445defd3137076af78527acbb8d86e9459ea030,3.46996,0,3.46996,
0xfa3744d233c026c5e76ee47e711812eede1aa060,3.46996,0,3.46996,
0x38869d5155ea434d0d41d5b4d7c24ea5b364013c,3.46996,0,3.46996,
0xfdbe266f9356ec3fc963f6dbc1f9201b995374e5,3.46996,0,3.46996,
0x84f97ab2b19d63619901c180141d63ac4978473c,3.46996,0,3.46996,
0x850dcf684453fcf69d68cbfb61583459f147a229,3.46996,0,3.46996,
0xc02d073503ae695d2bdd897399404da85c6be92a,3.46821,0,3.46821,
0x12b42d7cf0772a40ffd3d88530e277fe9021a9e8,3.46821,0,3.46821,
0x6c155737c6ba0bce935d16f356b0489d62a6e789,3.46821,0,3.46821,
0x85749b352f8b71890b381d7e061f65d2059dd86f,3.46821,0,3.46821,
0x084a65bdc14e4d2fed406332029fca724571799a,3.46821,0,3.46821,
0x807fb730566a31132a0fbed251dfdc2a4960b164,3.46821,0,3.46821,
0xf1e60cb42096968047b5f047f874c5b4adacb178,3.46574,0,3.46574,
0xca7b6cc90e2145c98ca865510b43fb0805aa6570,3.46152,0,3.46152,
0xa6a91014e545dec4c8818c0121aa10b44d829dff,3.46132,0,3.46132,
0xba23cd29a0d0a50716e613ac4eea49c04c10d6d8,3.46044,0,3.46044,
0x20d868e3c2ea40ada81627612121f6a9d33763ba,3.457,0,3.457,
0x8e3c411ac5ceb08775cadca3e06b6e9c11ce41d4,3.456,0,3.456,
0xbd17b21e43eedfb178f7808fc6d4d442092d2fcb,3.44754,0,3.44754,
0xb8d9ee05c1cdaf4f359d4ddae3c8279c6e07b7b1,3.43898,0,3.43898,
0x9767ee3fcff11064f1a81d0dc0d0a91ca961fbfa,3.2018272,0,3.2018272,
0xbff432172b6f0caf70c9b8edbe766a386e4ff9dc,3.1017701,0,3.1017701,
0xf459edf70cfbfd325c7771fe6baae16c81959fcb,3.1016678,0,3.1016678,
0xdebca0498c7de39196841dd472168f941b48c30e,3.00285,0,3.00285,
0xf4a7a8ac9371103ba2cf0da44c26def634debebc,3.002547,0,3.002547,
0x1d014fe01f1a12846d51a997bfbaa0b8c16aa68a,3.001614,0,3.001614,
0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,3.00159,0,3.00159,
0xf1caf8cbcec5d193aef9dedf8cfd80b58f156146,3.001392,0,3.001392,
0x34fb4bb8ca8fbd763a610d0a37e74c3381b39d3a,3.001203,0,3.001203,
0x39809098c5774efc23662e18c07ed5c4270aacf8,2.63322,0,2.63322,
0xf5668bde0f203ef294586281f6a30355f74d4a63,2.619510939,0,2.619510939,
0xd382fd080a0be89eef53d569981752eb22abfaac,2.60157,0,2.60157,
0x823014aba9c91a2b9fc84b2f18305a2984cf588e,2.59035,0,2.59035,
0xb3fe63fa04ec5d65316fc1ffbd5dd32f3813cea8,2.41248,0,2.41248,
0x0ed788a0579571fdc958e55667018b9bd245b2aa,2.2008778,0,2.2008778,
0x3bb3fc70627c457093159a9125dc836c40d9acd8,2.2001738,0,2.2001738,
0xf6ae8aa56c766561e4230fcf85d00d0cf19e43fa,2.173236562,0,2.173236562,
0xc85694cff21b4b4ae69cd9d7d283e0f70d9f74a7,2.109108,0,2.109108,
0x83300d25f4288ba4d34454278e53e69db3c67762,2.1006699,0,2.1006699,
0xb9adca938266e35a0f931638063894fafb401730,2.1006699,0,2.1006699,
0xbb1dc22d8e85c43e9fcd8ef22ed8f6f730664ac5,2.1006699,0,2.1006699,
0xc67cdb6a94a5c2e3422a0587ef26b5646ccb8968,2.086212,0,2.086212,
0x720bb5ec08188ac77f69f505de269c54494588b0,2.08296,0,2.08296,
0x77bfd15f7d54d4d18a5c6cdf550590e9efc5610a,2.081702,0,2.081702,
0xd593be58397dcf6e558d5818ffc358739dc8063c,2.077056,0,2.077056,
0x4f0ed8a9308941e7c39458946c76e6324855cc82,2.076888,0,2.076888,
0x6bc568c31f77231daf22e1f92840bce561b84791,2.076384,0,2.076384,
0x4fdea483d9608a96f5043349a6df2205e203c727,2.076384,0,2.076384,
0xade3d1d8efd740be89f8f0ea3b06c29b4f8d63b5,2.076384,0,2.076384,
0x77329b6ded62d0abea5851d056e0cafdba6125bc,2.076384,0,2.076384,
0x3a9c2c85b8f53df93c0d11a0a0e9705b99ec0d20,2.076384,0,2.076384,
0xced186a60e639a5548544a42a09626f68b14a2aa,2.076384,0,2.076384,
0x1df8086e1e99df279350108772a0a5cbeb99e0c7,2.075904,0,2.075904,
0x4327b58b6f8c4936bdccf24571221ec4e3f253b7,2.075904,0,2.075904,
0x94acf78c134b86ce62ab94ecd461a880edc4db20,2.075904,0,2.075904,
0x4bb8b7899570321fb63d61fb015ea86e9298c596,2.075904,0,2.075904,
0xc36aff43664612f7533d63d20af3fdde06a72ea7,2.075904,0,2.075904,
0x03fa93ed29befa3e04eff60e9241f9d1cbd5bebd,2.075904,0,2.075904,
0x9395346af1a1fcdb714b5e04cf47b548161f9d55,2.075904,0,2.075904,
0x293d7521d7e7c0a906453714599bfd0e9f431f24,2.075904,0,2.075904,
0xd35d7e71af93d41601f99a3c183e22b2dad9640c,2.075904,0,2.075904,
0x380e46abe048e793dba2f145692edce849bb9a12,2.07582,0,2.07582,
0xb664c05eaabd5641d02bd9816758c2ce790b046e,2.07582,0,2.07582,
0x642be9dad04f2facd7ee90c0b9583d662f340253,2.075616,0,2.075616,
0x5db51f6c425d3179510aa97ff4e10148e48e6230,2.07534,0,2.07534,
0xcabd3d161bf8fd260bec14577fbc2a404898d16d,2.073252,0,2.073252,
0x346c755c846b755aee19f7f7a361049a77eab685,2.073252,0,2.073252,
0x960842f09b7d87d267da55151fd671f699264739,2.073012,0,2.073012,
0x88410277b308bb03d6a4909acff2f426f6875488,2.072556,0,2.072556,
0x8a843d756e00d80661f55600585c2a24035b82cd,2.072184,0,2.072184,
0x1feb87b7aab414b2c7504a5d0c574bde2cda4a8c,2.01811785,0,2.01811785,
0x56a875a85750c05285bfe4658257477d5e336a9e,2.014978,0,2.014978,
0x90dcf4180cba8ebd35e7de0c6fe6b13a636581bd,2.002764,0,2.002764,
0xb548ca04e97e544286008c1ba3d68e7d3ed682c3,2.002764,0,2.002764,
0x296fcddfdd5b004e80c52538988e41080f9b3aac,2.002764,0,2.002764,
0x570a56c90dc4b6688d2931a86deabaead43476a2,2.002542,0,2.002542,
0x84adb7f3f352ae9faa52fd0653220b347dc2b697,2.002542,0,2.002542,
0x5d53671a9f53481e8079ea6ad97b1152150601b6,2.002542,0,2.002542,
0x635ff07e852404b7a8343145da6630960076e08b,2.002542,0,2.002542,
0x53a01923bad871ae7839b0362f9db216f5f22a3d,2.002542,0,2.002542,
0xe58ea23bd88e7f341dab3d35dfeb923415f50e7f,2.002432,0,2.002432,
0xec93b659682cfc176fbc6f070a427ca9751f07bb,2.002432,0,2.002432,
0x195e767a8efc5d18e94ea966cd8ab9e38938bf95,2.002432,0,2.002432,
0xb0350f8f3ce5e08f37274b24753ad704a4a8ae4a,2.002432,0,2.002432,
0x41bdeb424f0b8707e842aa9292af833c4c7901fe,2.002432,0,2.002432,
0xd04aa59f52d33e30a887cfb3c7dc1ea97ce06709,2.002432,0,2.002432,
0x40eea22004a65ffd646d5ffaefa4d64d11782e46,2.002432,0,2.002432,
0x971fb8c792330ea23bd14faf89b9739df581266e,2.002382,0,2.002382,
0xea10bd2317bd983df3395c84a29da95dd2f75fba,2.002382,0,2.002382,
0x8fbe61378387192035f92ba63d26377601094d8f,2.002382,0,2.002382,
0xfb5b99035598326d6e82134981b83b5a8f37609d,2.002382,0,2.002382,
0x483ec13c169916801a4de06c5de72ef180f78664,2.002262,0,2.002262,
0xbd1ded3bcc8103028c8ebdc61990ca777709b10a,2.002262,0,2.002262,
0xb3df80ffafd551b710cece42b772e556cb919aa4,2.002246,0,2.002246,
0xf4fcc2d19ae692a7aeb7d540139a37c7af1205c4,2.002044,0,2.002044,
0x23e447dd21eedf82e644809af186078e80f7a19a,2.002018,0,2.002018,
0xc6ff29dfc63cb0f1c2b511c9ae8e0c070843668d,2.001982,0,2.001982,
0xc26a4adf2aa0ee31143a05e1a8c5a5af2069b419,2.001976,0,2.001976,
0xd6235188927691b7c0f5752585fcd6e4030a20bc,2.001854422,0,2.001854422,
0x1d15c5bf898d2ab5d46cae78176736d49822d0b2,2.001652,0,2.001652,
0x5c9a2c34db91207d174dd54a4c25240ea80f8ae0,2.001562,0,2.001562,
0x625d213e79665164a61fb00cf39c4ad7c373e5c4,2.001562,0,2.001562,
0x536dd3a12361899b851de897abe5cf04ef448381,2.001562,0,2.001562,
0x765bac245d39a2524a39a91b1202a5a81e63cdcb,2.00149,0,2.00149,
0x61f480ad5fd678dac292158b17938df075bd8761,2.001366,0,2.001366,
0x24e2214a7e261962fb8648f13bd7edc5041ffa95,2.000638,0,2.000638,
0x527f5d3ed0360d7bd72446f7e5307d15ee340902,2.000638,0,2.000638,
0x38f5f53ccdd63e464a90d8df0d46ceee9e435306,2.000638,0,2.000638,
0x94014e30bd428432c749124e6b5e9291a42e8f66,2.000638,0,2.000638,
0x5d591886dd8c7a461c3d3f6a94778ccd51766d34,2.000638,0,2.000638,
0xb44c1a829627537d0b9bb5d897b766bf0e7c9062,2.000636,0,2.000636,
0x0519064e3216cf6d6643cc65db1c39c20abe50e0,2.000578,0,2.000578,
0x3eee696a608d53562c3a89e1948b1c080afb1409,2.000006,0,2.000006,
0x1161c66a901761f5b0a15f80271cdf9d893c5e95,1.99876,0,1.99876,
0x3fd586cef804d19b69a089f93787a7caf1b24ee5,1.989408,0,1.989408,
0x3c39a6610e5e6cdb0035028a6c6bb1fe20da33db,1.926264592,0,1.926264592,
0x66d610c92a9d1960de5a345ab4a5053067692eb3,1.906784,0,1.906784,
0x69df5b9856f1098e7ce386e12cb4d147977fd353,1.903092912,0,1.903092912,
0x83d4f3a262e1a0ebc48996159836d363a752519e,1.877989071,0,1.877989071,
0xa425e68167c4f83b222d226f2171fec1ee95a45c,1.82947575,0,1.82947575,
0x15e6f74318ecd0420541c24144f615cf2513fcc1,1.800954,0,1.800954,
0x6cc183c69192be762a826e8b6c4c48c57307f036,1.75775,0,1.75775,
0x7801ec16feb0a8eeea5136a9e8424f4dca570776,1.75388,0,1.75388,
0xc250192307cfb52f69e0a2b5b28751fb4b966ed3,1.75388,0,1.75388,
0xee4b70eb30182096687a03eb8e85eba5bfc78c13,1.75388,0,1.75388,
0xe3ef2da58784f172619251e39ee070644f8189f2,1.7510976,0,1.7510976,
0xf6351e07ad1a5385bd8051b82e8fb085c926715d,1.74988,0,1.74988,
0xf5752c81c2b5d9786560a813d36a9e7094f09bdc,1.74547,0,1.74547,
0x0000000b7be5135510908f32af4145d2c800ae82,1.74513,0,1.74513,
0xcfbb53e85c32b430d47af8b80b02605b00926fdc,1.74358,0,1.74358,
0xb80027fa3d9e1aa933e18677f0fd93413cd599cc,1.74125,0,1.74125,
0xc3e366feef00631eed5d20f32b1eee95ce6f2532,1.74032,0,1.74032,
0xc4a5e6ccb7b84687e31c51cbe564f0b156a7258a,1.74032,0,1.74032,
0xe6d2bd33778a554cd3b88b35b8920886d9229856,1.74032,0,1.74032,
0x0a94d51157d3af3c9e7a6101a423b36a5601d2e5,1.74017,0,1.74017,
0x1e0d25af4c4a066e093f92f0cbcac4c8d55167d8,1.7396442,0,1.7396442,
0xfb91aba70be0b5f957796c85faf013f22af3d4d8,1.73956,0,1.73956,
0x82de4b03040921450fac108de14698b87661f163,1.73956,0,1.73956,
0x9e4c6dd228761c13a998c74820042153049f6fde,1.73951,0,1.73951,
0x2654ddf31e5d8dda52fe8c1d759be186d316d8a6,1.73905,0,1.73905,
0xccc3171b1e9bac640c633969b374a2bd2b55619f,1.73878,0,1.73878,
0xad5e293aa47f28522a6e5ff286cbc1c8f5732736,1.737478169,0,1.737478169,
0x518d6c15e03559422db0208dda2f523cf2db17d6,1.73715,0,1.73715,
