donor,arbi,zksync,total,exclude
0x588bdb161d68be2ca86ea77838d3f55bf6e127ec,0.3026213931,0,0.3026213931,
0xfd85d09347b1b257c9c91887ba3388538c4d2a67,0.3026213931,0,0.3026213931,
0x12564bf21690d7b8e3d2616b127d6e7dbb078c05,0.3026213931,0,0.3026213931,
0xd4c1919baca0976a30f92bd906aa2c17f4836daf,0.3026213931,0,0.3026213931,
0x32b164a8556cf9faf2eb679ffd004b418cab6b03,0.3026213931,0,0.3026213931,
0x2671c82d5e5f0503b76ddf32e28fd16d558a5ee7,0.3026213931,0,0.3026213931,
0x137fbaf4d672bccd3794d319d18db290bdc56d48,0.3026213931,0,0.3026213931,
0x829b381709ad7c1ab70d2310a50541002106cbd9,0.3026213931,0,0.3026213931,
0x1e5a235659b4f57c088c2ef86717d23d623b8e0d,0.3026213931,0,0.3026213931,
0x2378ffb3e06efed2ce4d067ce33677bff040044c,0.3026213931,0,0.3026213931,
0x00320974bfd1e2e2a384fa020b67d5b4df1da117,0.3026213931,0,0.3026213931,
0x2aaadf1dc414f671b4af932062da4a8f5c12bb26,0.3026213931,0,0.3026213931,
0x95d450df670f6cc3634ef50811517d67b6f5bb70,0.3026213931,0,0.3026213931,
0xd4c74c4ba01a1ac032b8dc0ed516bff2712a38cf,0.3026213931,0,0.3026213931,
0xb89c6e18fe269e5e4305c8edb7b27a974e5fb4de,0.3026213931,0,0.3026213931,
0xbb1752968db7e9f72a86a762c10a8ce60d9a5f81,0.3026213931,0,0.3026213931,
0x71e5b82016d051bc513c7b3de1ea41c46a4caa31,0.3026213931,0,0.3026213931,
0x29c341c1a6c1f7ad2bbe4e42c67ee47cb13fd5e4,0.3026213931,0,0.3026213931,
0x7b6393039879f59341d050c65a23ab8c09255eb8,0.3026213931,0,0.3026213931,
0x24dec16fb16d2d4b9ccc19241f3d69da04fe0010,0.3026213931,0,0.3026213931,
0xfa90395903a27e077140a5e02e93c1252a3ddc19,0.3026213931,0,0.3026213931,
0xb43f3811b7078c61433c86cf83d2120cbac0b266,0.3026213931,0,0.3026213931,
0x4e0edaa47e783c1ac8296ea11b2b5d5aef483c68,0.3026213931,0,0.3026213931,
0x34e7befcfbd916676e5e62263932ccc0ab159553,0.3026213931,0,0.3026213931,
0x9281059a7cd919184a4a55a7efd82b2cbeccf0b0,0.3026213931,0,0.3026213931,
0x66b5d0da67267f1ff5ea84df91c4e7268e4ee0d4,0.3026213931,0,0.3026213931,
0xd1db6cd54c8ba45a50e30e01582808e9d665a7d8,0.3026213931,0,0.3026213931,
0xf6ad7a9a223d67c251f7aa7d3f4c6f7fb07ca186,0.3026213931,0,0.3026213931,
0xc9b5f9b31efe40ffc83c92d99d654a46fe436f64,0.3026213931,0,0.3026213931,
0x1be6788d6b91848e6e25a27263c666157889c9a9,0.3026213931,0,0.3026213931,
0x9de182ec4eef8251ce2e3c5d7faaca8270c9c9ea,0.3026213931,0,0.3026213931,
0xdf1249d7f874c0def2c96374d7eb9a9268756ed5,0.3026213931,0,0.3026213931,
0xf8e06b6c23a8358afedd90b41bb8b40207a8a266,0.3026213931,0,0.3026213931,
0xa6d71719cbff83cf4cd270e4e4fcb9b62cb9af6b,0.3026213931,0,0.3026213931,
0x7ea07f50c3a4f6402db48d4177793dfd3c512b43,0.3026213931,0,0.3026213931,
0x835538393a163fcd8e17cfa216f606e2836f7def,0.3026213931,0,0.3026213931,
0x23326ae2d8d8c7f743305a4be1757286ff23e9ef,0.3026213931,0,0.3026213931,
0x17a5d934ce09823007a17d6659408e88b8476d85,0.3026213931,0,0.3026213931,
0x8a18a2ed4d4d6bd4a08aba12b9d46912a6fbc580,0.3026213931,0,0.3026213931,
0x26910ef5b1e3ccc913c88b2aae0f3a297e8b23de,0.3026213931,0,0.3026213931,
0xbc3a9ea2d34b858f3ecaf54c494f371319cc6b72,0.3026213931,0,0.3026213931,
0x8ea640b634908c4bae25bd5fa11f225db65a4a06,0.3026213931,0,0.3026213931,
0x46ee025189076affd05032c0d7f80d4e6de4ec39,0.3026213931,0,0.3026213931,
0x1cfe62ac62562449f13ad11d7204650a0525a78a,0.3026213931,0,0.3026213931,
0x17660ae326480a83df73a93fa8c7c39658979f2a,0.3026213931,0,0.3026213931,
0xe481ebae5861c662bccc96173e4294210163f8f5,0.3026213931,0,0.3026213931,
0x5c4b15500079c0f02604ef70f6e5c2ce55911ff8,0.3026213931,0,0.3026213931,
0x830495dbb039d191a22de7796744ded3e9c9b636,0.3026213931,0,0.3026213931,
0xcc1af1a5bcd2191306ba1051c99931e183c61d82,0.3026213931,0,0.3026213931,
0xb2ad7d2db6cff64e9b8badaf0d05453746fa873a,0.3026213931,0,0.3026213931,
0x5ed4a715fa7908dccbe8a91db17b75be729104f0,0.3026213931,0,0.3026213931,
0x3ef4ac0f780e4efe428cb8392c82cee4271c1ddc,0.3026213931,0,0.3026213931,
0x4116cb4fed3fc2e48f27bfdc2540a3e493eb5310,0.3026213931,0,0.3026213931,
0x72b1971329fe6ebb6a15fe3f49b2425e2b57a4b2,0.3026213931,0,0.3026213931,
0xc34ed6883fa1898d32efa73fbede9c6fca2a7bb2,0.3026213931,0,0.3026213931,
0xa61acd4f1aa1cd5bc08d5493b08a815b491a6585,0.3026213931,0,0.3026213931,
0x2ec20600b41acb6805114593a049b5bad5ebb3a8,0.3026213931,0,0.3026213931,
0x3568bed61603ff71bb2d5035a7840597d4bdd7f7,0.3026213931,0,0.3026213931,
0xd8f37ffc83713124047e8005a873de7e753ea321,0.3026213931,0,0.3026213931,
0x1cc40369ef4a7ecfad4ac01d7bb793d9636b6a89,0.3026213931,0,0.3026213931,
0xfb6e8a7225ad0513fc1d1579784ba45d9ffd3101,0.3026213931,0,0.3026213931,
0xe7e831725840f85903cd6e7ff4f9a88b57f9d052,0.3026213931,0,0.3026213931,
0x453035eff67a78058d6a21196f4726a2325cf825,0.3026213931,0,0.3026213931,
0xcabab77fd6dddf003b879bdfcd5184dadeb1253e,0.3026213931,0,0.3026213931,
0x6957071c4b9017623744b44f11ceb9b2cff4eaf6,0.3026213931,0,0.3026213931,
0x7a4e83c08dbac6505a3d62d534588d9e5bce1b84,0.3026213931,0,0.3026213931,
0xd9f334ed8723828f9a7fe8f5ca8016cf702cd62a,0.3026213931,0,0.3026213931,
0x05b5b193ece79646d98e15c839873c2a7cef2de3,0.3026213931,0,0.3026213931,
0xccac026951ad4dff63553bea041bdb969feb1fab,0.3026213931,0,0.3026213931,
0xf2b3c52bafd515b5d97b5d9c3010ec2dd90dda27,0.3026213931,0,0.3026213931,
0x6ed281b6620b04a8d4928dcd4c0ef0a464a59e99,0.3026213931,0,0.3026213931,
0xac76729404e13305143322cb10c5c59c8fae21af,0.3026213931,0,0.3026213931,
0x5478ae6e7339a1c089556b71a93ed5487b23cf1b,0.3026213931,0,0.3026213931,
0x4e71c041d4af73289cfdf033f47d3b54290d7a67,0.3026213931,0,0.3026213931,
0xdd4d93f907780bc0c2d05a820a9d953a2a5829cb,0.3026213931,0,0.3026213931,
0x8bc5ab67e130775fa7be28ddf082474efc4f681e,0.3026213931,0,0.3026213931,
0xe1927edd835ba6ca0a1ed5ddaea1f332aa0e456d,0.3005337864,0,0.3005337864,
0xdca1567c5ab2c94f00b6ca0bae237f06b33bdadc,0.3003703139,0,0.3003703139,
0x0d44fe5ba24858cbb2dc3b90994d51a73b6325db,0.3003703139,0,0.3003703139,
0x3975e00042d9fed8531be064d29aa13b75f2111b,0.3003703139,0,0.3003703139,
0xd2455775c868845115966d090629882328961b9a,0.3003703139,0,0.3003703139,
0x1e53c2baad21b79ebd20ef883e5701b0cb0b94da,0.3003703139,0,0.3003703139,
0x99f879388acf9f2633901f39777671b430767622,0.3003703139,0,0.3003703139,
0xbdaac45a710d850f63613db00ada10dbdfa8dd2b,0.3003703139,0,0.3003703139,
0x89d59329a29747b726fb91a57693b7922e3f8886,0.3003703139,0,0.3003703139,
0x41731363af68b0dec377443fbece33ca0277c356,0.3003703139,0,0.3003703139,
0x8bf3a2fede8cdf5f82cb49d39feb4a32c81bb7e4,0.3003703139,0,0.3003703139,
0xe09483d584752e454480dd25fb8f865ac1216abb,0.3003703139,0,0.3003703139,
0x18ef5e53696a80d78ab6bf8474ff9f6aedc2f1d6,0.3003703139,0,0.3003703139,
0xcf8b2463179d3d6b2d5ee0bec136dc72630e1eac,0.3003703139,0,0.3003703139,
0x664bb3794bcb0f7e6240942e0798ddea7693973f,0.3003703139,0,0.3003703139,
0xfb76b9445a99085f6aa142dbca9af2836f8f9ea2,0.3003703139,0,0.3003703139,
0xd7ed175a3be90dbb0fd7cb4768b270c7d32e6f4f,0.3003703139,0,0.3003703139,
0x5ff4b48f8861ea3e5d6e0b60f9928fb73d8f2ea3,0.3003703139,0,0.3003703139,
0x317b44f0ea93cec8a1d883b91c04253c2b3cca17,0.3003703139,0,0.3003703139,
0x37018d149f06d93dad22cd1d0fb1d211be777964,0.3003703139,0,0.3003703139,
0x076e6c056b640f3daf6562696106677b387e496a,0.3003703139,0,0.3003703139,
0x55f73e62e80c4318f289f959886b8892903a02bd,0.3003703139,0,0.3003703139,
0x7e32c8ecdcc8462c6e935fb021cd41e1685b9048,0.3003703139,0,0.3003703139,
0xc873da4dd0ae58e238b9b1dfcde3bbcad0616cdf,0.3003703139,0,0.3003703139,
0xb9977f4228cfc54d91eba3e26232fb7b8ce0e45f,0.3003703139,0,0.3003703139,
0x7923e0bb66a9ec77868d6c6ca7f809d497e14701,0.3003703139,0,0.3003703139,
0xcc9b179d9494e98fb0b27a0fdcc1d6099c50c0e9,0.3003703139,0,0.3003703139,
0x6a041716528e6e067bb82926165c3f755984424a,0.3003703139,0,0.3003703139,
0xdddf7d3ea6c37dfdc7a79781bc71f59ceb7db34c,0.3003703139,0,0.3003703139,
0x83f559f5c60167569182eda368e7d05b67a05bff,0.3003703139,0,0.3003703139,
0x815d75426b147721403c4cc741f722c8f0ec4a4f,0.3003703139,0,0.3003703139,
0xf54dd04cf19ba9199ef5066b91baeb02c1e86562,0.3003703139,0,0.3003703139,
0x0dd977d04d93b6d9cfb316e60e47c213f28cb226,0.3003703139,0,0.3003703139,
0xed59f951b024b7f7af95b80ff68ba62859a2b721,0.3003703139,0,0.3003703139,
0x7d6a59e7e07dfbdf6a707e3f86f38e30fe897d9c,0.3003703139,0,0.3003703139,
0x5a0961547b5aa66cbde7474bd71a4b56ee06b56a,0.3003703139,0,0.3003703139,
0xcdc36d26e9cee4fea19e71c0096910bab6570b5e,0.3003703139,0,0.3003703139,
0x4cbb0fd464f4c4fb2d5d4710e7c04d696e54ee08,0.3003703139,0,0.3003703139,
0x6f00dfa1e8ff45266196625a6d73438d6be951ca,0.3003703139,0,0.3003703139,
0x012b1abe433ef88b749d34997f854cfd56ca4bfe,0.3003703139,0,0.3003703139,
0xe6976b0cb4150cc3fa39419eabb652db97133c97,0.3003703139,0,0.3003703139,
0x6367b108fa7f40a19da6e871768bf3d146f5c566,0.3003703139,0,0.3003703139,
0xbfe3d08485104351671a3392ccac6b65bc5a3dca,0.3003703139,0,0.3003703139,
0x3e970ea941caa344e6ecc732ddb66e30bb446109,0.3003703139,0,0.3003703139,
0x52c38fd49104f88a833b4996c3e5957634fb2f95,0.2999741379,0,0.2999741379,
0x8c15070cce071c85dba545d4dbe061c3b854f054,0.2999741379,0,0.2999741379,
0x839fcbc5f099fa89a9eff08cf7d058652543078a,0.2995701,0,0.2995701,
0xbaabf24df63d47428a875a56556c5650304d3720,0.2995701,0,0.2995701,
0x7d39a520df7e7c6c47ba0c71fe3c40a17b08d860,0.2913076179,0,0.2913076179,
0xbdbf00c890556ecedf6be6c25b2f30e8838ece5f,0.2771664,0,0.2771664,
0x092f0c709bdc1d974cbace76cea4018361b3300c,0.260514,0,0.260514,
0x9b84c815faa31f51aac73a3b951f20f0fdad56a8,0.2598435,0,0.2598435,
0xe3f97e97576b4edaf30008a2586f9fdd417a745f,0.2590965,0,0.2590965,
0xdad089e24ee6e5a099c7e53d48cc9984238dfa86,0.2588205,0,0.2588205,
0x1ac8fb33c03e37d2dfb167beec8abb12bc52ba9d,0.2578387748,0,0.2578387748,
0xdf99fddc3458121df155c1090f0e6a2978297345,0.2425206,0,0.2425206,
0xc0d9be304ceeff2d7e19b876c3fd38e7fdbf3b5f,0.23318685,0,0.23318685,
0x9843386aebf03123f17f404033aa056a9f1e5d06,0.2280161221,0,0.2280161221,
0xaa0297c3b90be90c0bc18bf664cf03b7adab6b6b,0.2272756938,0,0.2272756938,
0xc3938a119b2f90599a103a61f72c7e9e432a1c85,0.2272340269,0,0.2272340269,
0xaca67c998d62fc69e915d25ff22141cf7cc0b10b,0.2272340269,0,0.2272340269,
0x3876f995260e8705d75a80502c4cf56d5660edd7,0.22708548,0,0.22708548,
0x75198a003cfe7c5bd04f3c0c6d898a0bdb56c15f,0.2264466676,0,0.2264466676,
0xfe4b5d7c4361644ba4991779c3f1e5436749413a,0.2264466676,0,0.2264466676,
0x1f5aeb4b80ee7cae7d9e4ecda75a9a2b3ded9ea9,0.2264466676,0,0.2264466676,
0xb33f3738298c58b3ac169b82a611b9a60a496a6f,0.2262429,0,0.2262429,
0xa625e7ba300e1c7acfc955417079cb8654e5665a,0.2261779,0,0.2261779,
0xae0dd0768c11f703b755c1e1529e97e5d3c9be95,0.2251977,0,0.2251977,
0xd6ab094839e3cc394088c036668e52aba55c4ba3,0.2249988,0,0.2249988,
0x073fe82f6353ebf0aa5b9a6d5d6499499a01dc82,0.2249676,0,0.2249676,
0xab073a6d961dde97ba69fd552b574fd3f0d269b1,0.224965,0,0.224965,
0x1c383e0b0a9ec56e17564b34b010bcf369735afd,0.2247258,0,0.2247258,
0xa77797a13930864d35cd7c53d0830aa775bb181b,0.2223928696,0,0.2223928696,
0x4246db02fa06d46f9e37e72aafe90648b88d0a38,0.21684418,0,0.21684418,
0x7b267d5f41db6fd5dc59c1a63fc20b5bc0182607,0.2144146,0,0.2144146,
0x6680dd332fc3be43dcb3b303bcd738894fe077d8,0.21273711,0,0.21273711,
0xdb77f413a2402d1b28f9d4d9597387e1dd394431,0.21247881,0,0.21247881,
0xe0558d36e5bddc5a582de9afa3862d36ae430f37,0.2078748,0,0.2078748,
0x6b56d65393c1f0003e4062caa4a9d1f9caf16fec,0.207738,0,0.207738,
0xd96e4cf42111c8456e8f015791b2070c19a3634d,0.207384,0,0.207384,
0xdf07b9f4394cbe97a8f1c89e910155c71fc1ece7,0.2072772,0,0.2072772,
0x7f2d1664251cb2a6d95c4153317358a549b1c407,0.2070564,0,0.2070564,
0x83484d391e9a39dbe366eb150dea2278a2dfd490,0.20556893,0,0.20556893,
0x35e4d1f9ac444472c64a0faa98507697340ced0f,0.2002024,0,0.2002024,
0x820e90f99d91f952eb05fd8180fbc976d213183c,0.1994775628,0,0.1994775628,
0x52461740af673f85b738278be4007104bb3ed813,0.1920259,0,0.1920259,
0xa7659fc9350ef22fa67c3f3713818fa0ea50e1e6,0.1905519,0,0.1905519,
0x11f03a2d09828730fb00537d9f7cb66af3ba6265,0.1898017,0,0.1898017,
0x8eef779818afa953b0652e45438423ebe089f55a,0.18016344,0,0.18016344,
0x67e39667399f64489dc8aec2caa3a1f30b0f1827,0.17575,0,0.17575,
0xa990159c858d7f1ffd6b96a866052383c5522732,0.175533,0,0.175533,
0x447201391df749be42014c834130c3b8cf650487,0.175533,0,0.175533,
0xac58481f96be0bf7c02e63f5ba7560ca9f8db5b0,0.175333,0,0.175333,
0xcfac355df90169e06c72d873d4f48442538e8b3c,0.174919,0,0.174919,
0x859057dfe8fd7827437edb0ccb9894061c0c1330,0.174571,0,0.174571,
0x2db8649cc11eddcaaa7a12ebe0ad537d45977ac1,0.174563,0,0.174563,
0x198e13981ba138fc603896a7d263aea79f41cadc,0.17455,0,0.17455,
0xa3a2c13b2c369cd673c1a9a575a436451880b59e,0.174518,0,0.174518,
0xde1b84bd76526ebcd57b26856c643f400f797385,0.174518,0,0.174518,
0xb91232d50440ff1117acf4626f1da1dd50d242fb,0.174518,0,0.174518,
0xf8fe442f9397d5bd5837c4eb2ea4d4d1e884aa58,0.174518,0,0.174518,
0x90ea6775a1121c73c73b6a8cad5825f4de2cc7d3,0.174518,0,0.174518,
0x26483853c189e2ddc0d8e811b4f275dc524f0927,0.174518,0,0.174518,
0x3354d77439705b26a22ffd888ae0b76058022911,0.174518,0,0.174518,
0x054901c4e6572122c585a622739d4c7098408f33,0.174518,0,0.174518,
0x5a2c5f703ff46d4cd745ed8b561efdb427614f9a,0.174518,0,0.174518,
0x3c81bd9f4e270c96805aebb3119d1c2d397038df,0.174518,0,0.174518,
0xad9d5e7c5bdb79b8f74c075ee9c85412353cf2c5,0.174518,0,0.174518,
0xced6e9d233fa2fbcfea8cf315377f38fdab4d841,0.174518,0,0.174518,
0xf6c690046dd4c715019b00ba32d2fe080b8210cc,0.174518,0,0.174518,
0x1076969481c09f49dbe98fc8e23479454653e699,0.174518,0,0.174518,
0x09cc34073aa0bb0ccd8345c9c23a5d9786a0bf6c,0.174518,0,0.174518,
0xfe6eee0be4e6ce5f565b01b6aa147983af0d5c56,0.174518,0,0.174518,
0x941c6c4501eeef4ffa9c507793415f33e3741205,0.174518,0,0.174518,
0x712682bdd5f712cbbd41a114e9617c45e906a269,0.174518,0,0.174518,
0x8e72844ea5eb1fdec74c171f455d9dbd993bbf38,0.174518,0,0.174518,
0x3e4698fff4aed4cb93d9ed195f6b281ffc6487af,0.174518,0,0.174518,
0x436be1c4d4361357dc73a3890588065de7b902fa,0.174518,0,0.174518,
0x1cc6c9e73d77f24cf70eb06c91bdc4103045d189,0.174518,0,0.174518,
0x570c5d327dad3b47c0c6e98d4420f8ddad8dd188,0.174518,0,0.174518,
0xbc1a77e22779493e7c60ac47ec0266de0e43ecbe,0.174518,0,0.174518,
0x72b440293cd8024a6ec9156cc610eb5b69ef5367,0.174518,0,0.174518,
0xc600d1498cc6e9e920252ff07c2171bca15feba3,0.174518,0,0.174518,
0x84fc022b9b0a73325f8723a8c57e610224894336,0.174518,0,0.174518,
0x09127f1f68302d9d1538368a34b01222e0406170,0.174518,0,0.174518,
0xd86d908064450eddcb3206e57a74565b635a203f,0.174518,0,0.174518,
0xd152cac4226de9e5ab70b0116e9c9e2f59bf85ab,0.174518,0,0.174518,
0x743b3e58fc27e988448a8bc55ea4d4c0a436dc34,0.174518,0,0.174518,
0x141ea598fdfc00f1b669ed5db0554a7f326cb790,0.174518,0,0.174518,
0xcbd7220089e215a6dbb39b82b03a089df31fcd38,0.174518,0,0.174518,
0x4b2085b116995b5c81fc4d0ac2fadd02a6cdc9be,0.174518,0,0.174518,
0x869ee61c2456c5c9747bb47a4a1c4f484bfc7565,0.174518,0,0.174518,
0x1147f86c5fda66e2ae0dcaaf7d4d34c90a35c44d,0.174518,0,0.174518,
0x7ce5cd9fa479470a19f74b9cb4e42b5310a715a0,0.174518,0,0.174518,
0x1d22102ce0fe0262391220b26af333b5480f4a19,0.174518,0,0.174518,
0x4feda8affe6a66e2d0e460985438f6673d4e145b,0.174518,0,0.174518,
0xffc80a9c0f7b022c25a3a3ab35d3afc6278f735a,0.174518,0,0.174518,
0xa243511c0bbf9f5d8aede8249aa666d79599b8f5,0.174518,0,0.174518,
0xf8f86c0c1e29b60ef2d7f49a90ebd2a5d313175d,0.174518,0,0.174518,
0x2ce3f422763eee7412137fe37ec0f2a2e95cffa9,0.174518,0,0.174518,
0x3f252cf4a9098ac55b70ae3b2b1aef5dea0fc2f7,0.174518,0,0.174518,
0x74ea71b73d61994f31437e8707d6d669a71c5be3,0.174518,0,0.174518,
0x9c2593b774f952a0976cb2ca188be5340ceffcaa,0.174518,0,0.174518,
0xf21fc0d679b769282d79032239d5ad5a1fc1fcc1,0.174518,0,0.174518,
0x910489054e71ca2432c56e7ad61f5c52aff21884,0.174518,0,0.174518,
0xbaff82f1eda53f6401c2f05052738b8e3d686419,0.174518,0,0.174518,
0x1a91df7fcda5732e4ae06b40bdfbf110984655aa,0.174518,0,0.174518,
0x08c2f2c371cf5a81bdaf4d867199a829594e5864,0.174513,0,0.174513,
0x16c7adbd46b25baec02d220a55ec8415df426ab9,0.174513,0,0.174513,
0x551737fd4a1fcd12e5ee18b9d5759a14c617b3d9,0.174513,0,0.174513,
0x7add8d4da9cb9445743d31daa990e1cf562604a4,0.174513,0,0.174513,
0xdf025fdb33be076abb885aca7de748f981a62eaf,0.174513,0,0.174513,
0xe4347a0c73c5946585641bec5670aa8c39224c99,0.174513,0,0.174513,
0xbb2a4e55ce5ee01a1200f7d067fcc446c2cda9cf,0.174513,0,0.174513,
0xa432f9fbea4a68112299482518a29a5f3a4f3431,0.174513,0,0.174513,
0x11bf2b5292d9ab1969b534d40745aa3e28f5fe2a,0.174513,0,0.174513,
0x245cd4889db00ba41385143f1a7363a4b9388998,0.174513,0,0.174513,
0xfed11b3a305b65077e7b5739d83b946482f32ccb,0.174513,0,0.174513,
0x86c7135955560c60cbf7b33adfedd3594de98e00,0.174513,0,0.174513,
0x8cd2e00e392ec31ad4dd566c938113784bd053d4,0.174513,0,0.174513,
0x95dc2b3e198b7313e31c5c448977ccc08acbec7e,0.174513,0,0.174513,
0x1731867e128ac1fd92718b39e5d42eccc7592983,0.174513,0,0.174513,
0x38523f3e9efe0d7acd8cbd51d739acd9ac0ee11d,0.174513,0,0.174513,
0x43aa4e6b5322733d60019c2002ff121c186a62ff,0.174513,0,0.174513,
0x1d9ede58900062ce46c5d1292eba750af3c4b566,0.174513,0,0.174513,
0xcb200ebf8c52af768fb0fb125474dadb8c34217a,0.174513,0,0.174513,
0x35417d0c68001b99649891714bb47ac4e01f89cb,0.174513,0,0.174513,
0xc6b671e383e5544f6eba796a40fc42020870d6bc,0.174513,0,0.174513,
0x9a645b16343134ee70bfeb242707bf01003cacb4,0.174513,0,0.174513,
0x610723d720fb25f63b11c71ad2936a303f5b376c,0.174513,0,0.174513,
0xc90694781e2e0ae69a07f15daeee98e42fb18d5b,0.174513,0,0.174513,
0x52f0ce37b0ef10eccd3e157584b4b2ac7ecd6823,0.174513,0,0.174513,
0xb66df82872e5ddf91d8fea541266dd94df63e091,0.174513,0,0.174513,
0x4d7c9bdf1e54a0687380ed84336824f3e92ac554,0.174513,0,0.174513,
0x2ac4bc6831cd1391bdebb28bb5389fb89a1db850,0.174513,0,0.174513,
0x1c02f9dc481fdadb5fd6c17ab9c6ec2ccf23b855,0.174513,0,0.174513,
0xaf06a422603a6de1f93c6d50f950d3920d59e22e,0.174513,0,0.174513,
0x17c0cb44b507e526122d02d543572b9869bf2073,0.174513,0,0.174513,
0x0d02876c203b10ff3dfda9ff81920a148ea69aaf,0.174513,0,0.174513,
0x22ffa08064028b379f1190ceaad8981395ce0f0a,0.174513,0,0.174513,
0x2c6ddc69662c688f722097e819d03b625a812557,0.174513,0,0.174513,
0x5ac9dc5ff06a623894e7e710491bd7fb3277a1ca,0.174513,0,0.174513,
0xd204b0844352bd6f89d09245ac0f54d036f5f4bd,0.174513,0,0.174513,
0x6e31d78cd940413e6ec3457082a260476974304c,0.174513,0,0.174513,
0xf1dcacba65a35d9b70d603a329c12c1053a46b32,0.174513,0,0.174513,
0x6d8870f5ea777e384831dc266994dce2d9786ffb,0.174513,0,0.174513,
0x40c9fd40c94ab2bc92841726274998f06a560c73,0.174513,0,0.174513,
0xe7ef9edad3e257206a31377b9b0e80724ea549bf,0.174513,0,0.174513,
0x5baed6614241c5c2604d36722a619ddc6babbde0,0.174513,0,0.174513,
0x21b0f994f29880cdee1b9992197895647ffb408c,0.174513,0,0.174513,
0x4435de2ed430bf56b6b6d415812ab914eae3ab59,0.174513,0,0.174513,
0x2cf42f011defb636c83813dff58a3b5b7dccc7a5,0.174513,0,0.174513,
0x0e68b5a87b47ede25d2cc3f3c42b60a7001a4c07,0.174513,0,0.174513,
0x53db971c23c35279c847f56d44a6cb5801445984,0.174513,0,0.174513,
0xabe569f95789a6839e5ae4b2f8274ca0a5f74350,0.174513,0,0.174513,
0x79bfc97a7b37486e96017adf97e9f94dfc926d2d,0.174513,0,0.174513,
0x42f9ec9a569c9c908558ad4c4c564f89e1029c70,0.174513,0,0.174513,
0x4d0bd69c85018cd0af1fae44e4c89937de8a80ca,0.174513,0,0.174513,
0x8c0872f4f50e84332a5d177c37f8f7008cf3d7cc,0.174513,0,0.174513,
0x481e412d82a97f0886e382740d23ab1a1127b01a,0.174513,0,0.174513,
0xfd58e57735dd63c65ed9e70584c3e2bbfbcaad88,0.174513,0,0.174513,
0xf8e0d85e306d9e1f58fdf637fdc46b3f79937b7a,0.174513,0,0.174513,
0x3350fd2ec496357ba856bf1261ebc968b65869ae,0.174513,0,0.174513,
0x06fd5deca0f714d95ac353cc7f6a751e14c41722,0.1745,0,0.1745,
0x79cdb8ac07b5fdba60713130583600e943e5e448,0.1745,0,0.1745,
0x0059bdaa71beb2cbb08156ef8e81ab29a3446d20,0.1745,0,0.1745,
0x454012f63b3961f69b61e9b207ae1e8ea5fc46b7,0.1745,0,0.1745,
0xc309abe9c65ed044b268439abe2c7eb00d20377b,0.1745,0,0.1745,
0xab0227198962e686f4a781a04d303354b99336c0,0.1745,0,0.1745,
0xf84669c4cec0ec790c8bb6dbcc9f4de07a2c15d6,0.1745,0,0.1745,
0x44016e39ddd5fcd8cdbf62a5bdc8634808e30211,0.1745,0,0.1745,
0x9d0f266e4c672e4885ce61379bd651ee1090438a,0.1745,0,0.1745,
0x7d4e11a3452eaa85a9466968c05ce84fdc286dc2,0.1745,0,0.1745,
0x1850ac6c25af3073969d0e9d5ff1ad31ce11cbfb,0.1745,0,0.1745,
0xf2be576a64ef0456c1815800da93b19a972a3e55,0.1745,0,0.1745,
0xd168e38e58f37b4bce0ff0de276ed9c58e306584,0.1745,0,0.1745,
0x5b7b5e132f028de0fe6c396476fdd91d5a3b4a6b,0.1745,0,0.1745,
0xbe64d29fd4b9aa53a0f0891abb70746160b63052,0.1745,0,0.1745,
0xe20cb6be5138718089e5e4d1302fbf47fde3e7ab,0.1745,0,0.1745,
0x5d992187d533c387d5bce71d222e7c73ea96a9a1,0.1745,0,0.1745,
0x8a28efbcd95e796aa7367c4ddabf325d54edbc88,0.1745,0,0.1745,
0x8b29433651be25a07da06cde09a31962f16f553c,0.1745,0,0.1745,
0x7020a57703dd19b111b61590a72c236993b57f05,0.1745,0,0.1745,
0xf558832f1498357f88e17ade4c719f5e4c70f9e6,0.1745,0,0.1745,
0x582916a726242989131b37fe00b6c45e0939b7f8,0.1745,0,0.1745,
0x84e3a895e245f72ca74e9879bf5f3ec178a9b89e,0.1745,0,0.1745,
0x05a2ee09c0b20420d736f421d3fdca4208bd6688,0.1745,0,0.1745,
0x8967fabd33d2024ad2413077ae72b69c81df1c65,0.1745,0,0.1745,
0x7fb010057c6258c3ede256e3ea137bbc3964ce11,0.1745,0,0.1745,
0xfcf4c987c36667414e2578599032169364529c85,0.1745,0,0.1745,
0xdfce133d9034fe2017a3ac343f36e01620a8fe5f,0.1745,0,0.1745,
0xdab4b677f99794033aa4a05d87f755d194fe987b,0.1745,0,0.1745,
0xb59d7924189be4e69cc39376793ba10b3bdb2a4b,0.1745,0,0.1745,
0xa37c554d869188ed3cab492c96d9fa6f5b94a0d2,0.1745,0,0.1745,
0xc3cad1e5a88d53635fbb389c2f78be01ac7d9697,0.1745,0,0.1745,
0x976436ebf171dea4e8880352e9618a9363cca3e6,0.1745,0,0.1745,
0x0244a61872c23dae76a9f7f7dc797097e55bcc62,0.1745,0,0.1745,
0xa59fd37d523cec4953206a780966e20d862e4674,0.1745,0,0.1745,
0x0618bdd5b99dca77063bc8eec5bb26e5582326ce,0.1745,0,0.1745,
