donor_readable,donated_arbitrum,sample_donation_transaction
0x04375d6a50558560149877b081d1751f18bfa56a,51.8157,0x335334f844d5e5d903877d441cc4bf6e4851fb49fb879b609649ea15c6a95a31
0x00d62832d72c74abf4d3d865498b2bc62cd6de4c,51.78359999999999,0x798b6d0143873e39ef050cc38842831cbbc1a9d888d3137afb1d23301a6ad626
0x43db7ed667b5019cc5c9117d727eaff485d35eca,51.622499999999995,0xb51b5d469b4ee9b8d5ff347dbb5e8d4e2f7f0951a354d7801673944df7e10dea
0xaf7706e18abd8af56b1b9fd4d02af130e0d36d53,51.5847,0x46fbd42ab6c43e3d5b26f87657bf66f12817ab0013d59ea89d3c37c5e7dbfa4b
0xf6f7c64ee5dd7280b1519f81968375c1442ba036,51.5748,0x3d7e7efec15034c73368eff143dba0e751f0f76d0a85889d192b913549f0c270
0xf9f36902fcec3cd246578e9c491e6ef57d7336f8,51.28810530972,0xdad36435d123b15e5abbd0a9c80dcb2b11ff5d19c2eef85a156b9b4e645b8baa
0xebffb5e657043c11b6622abec63903959400f881,51.050694,0x7255f7eb52d83b3475e8fa0b8f6372b3e792310ff00db82f2003a4d65ea92f7a
0xa670ebdaaa258311a7c33a5bf795f07b97c83430,50.85725,0x0cc43c8c03df04651627f0aba10a9e78acd6de36f776fe9e0d4446856be911f4
0x31ea2730a76c7d480bba0267eb91d02a3087ea88,50.562720999999996,0x654c09aeb75d45e137dc3474109b0690cd98d173ad9950bfd5eb989de5b8e6dd
0x63619fd02b16fb4fbe1ec4a277e94d55167c035e,50.080104860049,0xfbf4ac5c1e07c9c9339745cce43fd6a2a7c23cd8ce5acec645fc2e83d6c75555
0x2068d14ee50772dd6e89c6f64f32adad0cc936ef,50.07515,0xcfe4ef206d2aa6c928c88f697a43036db3285016fa219e1cd73924bde677b30c
0xca66b197d337f15f4b949e3201ee833c73665217,50.06795,0x97f81564b472ffb85243e5c3cff412dc6dbae4a240f08ae684042517bb1018f9
0xfc4a6f7af2ea8a27be847f2d4a3fd4edc34cd19c,50.06334999999999,0x3361922c0ef07d862a950011f3b44db1a28bfb539a95085ac55090a77d9624f4
0xd1ffda9c225ddee34f0837bf4d4a441bdd54c473,50.0633,0x28f704f2282647640f248d7572a927ba30596d449b7c3bf56a15b96b1bf97b72
0x2ed7cc0236ba832d7dfb190e9bced27de1a034f2,50.0616,0xb39c72c8f4ba326c5fec9a63a08ad68a2f927b4d8463138fb7c31f82a03ee134
0xf14729358c35e7a024639ea97aa991b2d577dad5,50.05115,0x8b036c1595d8a9cb7df1c64984928e6079f618bea0d15223c02dda8ede1ae443
0x887c3599c4826f7b3cde82003b894430f27d5b92,50.048950000000005,0xbbb87fdf85a9102ecd27b179247e51b8d532a7a77cd1c3bcd0ec4874655ecc45
0xdbee1cfa10d706ef868dd2dff97246cb6d73b530,50.0424,0x16d9d0e8fec1909d2f10c17cdb7067286fe1a197fbcab1fe90174e0ae868a41e
0xa9c55aa7b68dbc4c9b42e0ab5ce3f22e8a3bcfd6,50.040150000000004,0xfb2ce23965c8f9e1d5067fb6277f221454ac79930734864705561bac8fe4e930
0xdcc8f9aa914f9f8b91c6e76da2fbac695720a162,50.039100000000005,0xb1c6985737453e4fd56833379d1511eb70ccb1c45d7fb1fed2844d5ca8f9435b
0x8ea6a9ecbd56dcc4315846cafc6b9c66bb8c815b,50.039049999999996,0x153bcf3960c4e414da21006137a560f690320d3291d910182d140929a8d13d0b
0xb188daddde4df91fd4cc4aadc5334873099d4b94,50.035,0x4d46c5439a2a35889f8a50808a3e028e43e1dac9ad5461da69f695d2d5555e38
0xe0df5b29044f583aa415c8951655ab930e3dc852,50.0321,0xc0269d937c4f03c99e4380cee5d74ed8c54e1681e413fa8f75447740ed2ab010
0xf1b1cf1a44cade3d7a0962d61abdc475f1f3d093,50.03105,0x7cb7e73aaeb6c94e76adc57e76b74b90dbbc6d0bccebb56175849dc28fa625c0
0x901168296e01613e758433591b82e4d9606feddb,50.02695000000001,0xe78a6966246e35c259d5705d5df28c763bc8259731435f5f1249bd1c27dbb5bf
0xcdaf4f9f8f9141a162f9ca7566fbacd9237718b8,50.0269,0x1e43de54774ddf18745870cf469c18fc58e7558faad65754d5a78babcd071caf
0xb7e163c290f1301adc7d37b42ed6d7067093516a,50.0245,0xb602ba739cc63d93b757782eef6db432fbd3a55e683a449564dbab1ecb140362
0xc29bb4ca637ad9bf6e758109133ab265f9a898c8,50.01955,0xb4c0edb3d51d1ca624650c957389b9f766cee0513bc1d13bce7c042acc75f7e6
0x13f852a18b2527e59e7a80eaf9be94670bc0aa10,50.01905,0xbdd9be4259c17ce884163cd05899823fda2feda115882a0e7e7093c3d5463f5b
0xfb17d5cd85854b6bee89e714591de521f3169de5,50.015600000000006,0x03550aea2a53a929345a233a5721990a2d7bc4526a75b49c288e45de4fb17f9d
0x3bdde7d9f8b3cc3583a41b5e12244924b371e17f,50.015600000000006,0xa34c0b61e5d38838c9c8a9a9ada3dc07ec622d0d10ae0ba9c10dbedf8668f11d
0xb6a24debba45bb8326f70b2510b685b4eb2f7763,50.01415,0x522b7640787a4935126bf9e432bc732cd3333e5e6e41094c07c84a55064bce1e
0xdd4f053b08cc35f89236a3404abd2c686f699443,50.012699999999995,0xbe2fcf2c7d8735ca21a04293fc2638426cfc8a698bb9ca4b64f8dffb40e28808
0x79a555b77f09c3de481c4b412c14c25ea78c79b5,49.9959,0x5479e2b527fd11c323c88c13d436c3e399615f872a23e9d52f40e98b81a9ed6d
0x75528bf6ed683b0ea4823a26d60c4711d6e2f3ec,49.9929,0xda790ddb21ad1f998e55f212c3be0d305743f5d0def5d74ad9a2b40791712053
0xf92402bb795fd7cd08fb83839689db79099c8c9c,49.685146537,0xd10c55bc335ccb0aa78fa3e26c4a764cee4e169ee0c7ce9c50f37e06221796f9
0x89a3eedd7d92dbe48946f0eb6dce759a64840471,47.046482999999995,0xbd14ad89552f400ff7458eca8c461d88e616dd3520db1ff67308da9418af99b7
0x7277d6caf0e4d9b2f49468a44c193fecdc3216a2,44.48581764,0x1c24d05041080144f941498d059dae116d664f1a9aed684a07eeb77ef55d0e41
0x2edf1b3374234d8bf7e95a01c95b47121b75e17f,43.68225,0xf85db5cac1a6c150a2a04d30b9fbffc16fdc59213f44ba39b1da713464cf1c69
0x892243122ad58227e3949519f21da54e7a4ce308,43.505750000000006,0xb9d9e6752a0657ed31bac6cfd1a604381fda98c82680c16f9d178c6a47fdd36a
0x01f9a987cb6b27dcb88062a35fcf5cecac9ada96,43.46275,0x0194de34e6cbcca553296d5addb21e7aedb1d94db363fbb85e7e6e5413e0e55f
0xd5733860d7d18fa6598ba2004316ec29d96ea81c,42.978,0x44331ed6b538cd7dc1d627cd64fb3920dfda1823633d2ad66c334339e08d1709
0xb0f1ea53b5a501cf882b26ce709908a89907a7f0,40.055319999999995,0xb8d9eb054d7599292e1b7dfa00b708e0893a921a7669cba3f1ab35bd2c3bb1e2
0x51175c854cbb8ef620b31cd571a12283b2e7899c,36.357569999999996,0xbb7b78127d8f8c86097228b88979ac907688b9f5fddb8237ca5283c6215a48e4
0xeae03eb54eb26b38057544895e834af42fc46a69,36.2730300407091,0x9f442993db73a8091ce490a755a8edf7c50e482d15c2106a176803c3db8b0dd4
0x304eb9063fa42bd7841dc7cd6644b12385caa891,34.9094,0x3061833316cbbe41518539dba73eb59192ddbfd29ad45a030f0afe6be0c2c805
0xe29b7fb40150ea4b7cbc2f22e3acfa67a8da021a,34.9056,0x90d9b8f3dde0873fbfb3cfa766963e7490bb1b014382ca48e05898bc46b87b42
0xfb7df5bd6bcb858f01119c0c613181b47947b96f,34.6362,0x6053115130c104393ec6980b3257d57e8b97bf63d0726ea116c869f940c32d5d
0x8cd9f9c08c6a3f891bc570f1d6a3dc91c1f62bb0,34.5112,0xf0774b9aec306c59cf5e5b9a4599bf078cb94367c5ad9cd87dc28f08a2d5e97f
0x113b84cda038587f0e7a5e6bdb74cb03cfcc4f23,34.401208122385,0xb35d98e0d23121f0d2a53f565d2fed717cfb7aca8c4dfd012c9a7509e4ac16b1
0x209a23f4022858963226868261d34b11c4580a80,34.3494,0x7a8a8b1cb14cd1c504dc25055cf6ed4a8bb245b4589178d7ce986531ad68609d
0x84afb4b60844f8759154d6ff7b0580daa2d4e37d,33.839575769714,0x5babe29cae62cab2cb1976523870ba73e6859541f9aca19d09b17e23400170f1
0x56fcca6db2780b1acca2cdd875882e9d16e8c401,31.782702093597997,0xa4c8cbafb6c92ba3e2c2b5bf4bb987d0b003ed8512f02b211c2c794c5f2c39eb
0xfcee3688f8cd41eac839c38ed63bffa979527614,30.54765,0x7c886b2094562f16a4b8fa1ae374b14b8c3707b1d2416aa418f5a05125857665
0x5d9531fb853e28ef034af3d2ce01e14011a73129,30.098084476742,0x78dea12339a27849d3e2478e550739552a46d457eea54c086168be913c856670
0x6565219e0bb323e56a7e668fd1e629498c9d9aae,30.029339999999998,0x218d1d0eb1612ec5bfa265c63fc52d89be866c357050dde8f4b13458bc62db66
0xb22a40a5f68b7dc1bf612226a62bbe84eceb177f,30.02469,0xc5650127aa4f99fc94b2fef4fcc2ef49a351e8c8f9d7ab066444c4bee6b46e7d
0xe6e81ea611c167a98abaf54b52c0f30d29d1ea5c,29.437067027088005,0x5f0080bb37caca7b98f199c8ca28ecb564e8f1c9f48f59a087ac5a8af12ff141
0x7e3b8d584fa4429e1992075287b96acaecb643fc,28.507793039143998,0x3d34495bcdce68d922413577dd298280ba87978dee7605f6e3155ec49a0d2971
0x5b2d66b394bd665d28237d4b6822698e95a6c41f,25.79925,0xdb0f4c36db0a2e93a2691899b9f0c93ff4895df20f3874056812f98417376a03
0x2c9d9677ae51a79f3a4c99c0aefcac3f7a0f7065,25.786799999999996,0x9520523e7ac10e12ecda7ed6d5508f60d6ec8e8b32aea52952243cf4d07f700a
0x093ff8cd77618ae115dce2c018434278ac9b577c,25.357671621492003,0x2de655d44be8c257aa7ad2d38e6e8ff211046d2518171bfde6fc24c66385728b
0xf2133ed357943e193714bfa507841361862dcbc6,25.0418,0x6f391d8dc70c65efd8976e91c7bd5bac40099c503a313895a65b1a63cb89dd8b
0xf304b6d5dd29a7e684669d4f5f7ca0bd8424cb47,25.02875,0x1d6286c90e12dc11ebdcff9a125760e9d7cd89b34ae6da18594f9f3f91190e02
0x9f2487b9079934f05a668e5a00c66d52916eaf15,25.016824999999997,0xe497ef6144478bb431fb99d0bf67fc52619fab9f9c1308bf73d9bfac7043bd0a
0xa9e2653bbc124d9b6ed0a9132ceea919935359cb,25.006024999999998,0x2fff8cf84d4292f0f835ed5d0b07606577cbf30e3b808c1316d48e3968da06f8
0x531644a39a5162276d4c7995b085071d47c952d0,24.525988665845148,0x125e31320636290b1e3fe94ee87b2d5c49999af43fb5505cbf2576f6442d67c5
0xaf3e9723c30424db8abf4924a5ad2903fe5cc82e,20.73744,0xa4a3692138f0ed1c96e7ff5fb885ce96879a21bf72c23c5f5325701b21ad8a11
0xbbf18e915c4e95c4140445edf9f6a53dd84e0173,20.71116,0x364419a09cc9f022702c3ab7e05246bcde447abaa179495244094113b3f9e226
0x9df3fd02d343ee27abee72271bb3f4005d3a061e,20.66208,0x9d09325168c168d2ec9e730936044d357912b51cbeed96111732006adf0890fd
0x882668c887286d3dd0eb894a78eb92798484978d,20.117064900000003,0x732cf5fd17f167500d1f711d7df904ae359768e2e11fb877c6f31792a5c1981b
0x879f36dcec0780ed7c0f863c9951cfe881f10144,20.025443199999998,0xed625c109bd74ca4ed6ac001b6162e25db20396ad9816df638e5450de2401b34
0xb1bd6517fa6744b977b6270c820588a1b2b30bcb,20.024079999999998,0x94def833f34890356d8b90de49b65b7ed505b622bbe8b59274ab130e231c8774
0xf87492a184755475c31fb1b0cfe52daa561803e7,20.022859999999998,0x31523e890c1240f567e7e632b0410504b497283addb3f976ac4bdf650be7cc27
0x44609be7e5e9a567cc330b81c30b9958d520f5fb,20.022660000000002,0x99c13464748908180d3828e1c550a6f13a8ae8ee1075b2a1a05b29fa723ff9e5
0x803f27deaa1282653745c3abbd71df11e758944b,20.02196,0x2a642b7e078df5af3c84ddfe2cb1138aa101d23bc24212afb61f5a79e2b9b185
0x3c9ca3c18a2c9fced8e958dea0fe30455de2b688,20.01956,0x7ef67eac3172b484c291c2576fdac0f382a7f99459089be41230df93be2af395
0xde4532ac86c725b59026e0cd9ee870144b74c18f,20.01956,0x5935ab1f2e2a9f6637ac1be775fd97a0769a352b09bba5f21b7d47eb0ca94da3
0x850fa834238d6ccaa8f2404fe50e0d3c7d9d1fed,20.01956,0x8f3d0afb59a1bbc96e3c2bf2bfc41dead9d761922822f20b5d113d30941ba1ef
0x74277cce272c531db50460ba64aa20bac45872ed,20.01956,0x9e8c1ec135f81783d658ef8486b9815037d12794c8cd1bca0001b136a8fd1257
0x31aeb7f32c79b3c023edf9ed7b79b3783bf569c0,20.01956,0x3567c709e20491a0436c0ad060330c8e0579fbe27ca68b6115c569c0a4c7eb22
0xe2f05046517b60a7c85874dd360fc167f472a9e3,20.01956,0x3ae14f976271a1771d53fc27a2a9dcfdeb6ddc98121aede72bb1604307833839
